"","subject.id","date","cohort","mean.temp","precipi","RE","minute.ema.was.collected","PosMean","NegMean","distances","unique_locations","novel_locations","RE_two_decimal","UL_two_decimal","TOP3_PCA3_HL","RE_NoInterpolation"
"5231","MS1074","12/18/2015",2,48,0,NA,856,75,19,NA,NA,NA,NA,NA,NA,NA
"5232","MS1074","12/19/2015",2,38,0,0.150046339999921,NA,NA,NA,18.82169001,131,97,1.128375749,10,0.01518548,0.145141653570161
"5233","MS1074","12/20/2015",2,63,0,0.203827326896607,601,90.75,7.5,1592.292607,333,329,3.667541308,247,2.003671151,0.155198303120457
"5234","MS1074","12/21/2015",2,70,0,0.0953912409114704,NA,NA,NA,66.60005691,116,115,1.47381394,34,0.144450851,0.0908812529698335
"5235","MS1074","12/22/2015",2,76,0,NA,857,83.5,17.25,NA,NA,NA,NA,NA,NA,NA
"5236","MS1074","12/23/2015",2,74,0,0.17200975269083,NA,NA,NA,1593.428829,274,271,2.636039206,108,1.138493353,0.121915591199309
"5237","MS1074","12/24/2015",2,68,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5238","MS1074","12/25/2015",2,62,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5239","MS1074","12/26/2015",2,54,0.12,0.0599673649187232,860,18.25,76.75,60.37152467,48,47,1.162560003,38,0.209464909,0.0592569882634764
"5240","MS1074","12/27/2015",2,55,0.15,0.0760680585717949,NA,NA,NA,70.10342405,102,96,1.052119863,40,0.294364702,0.0747561588924321
"5241","MS1074","12/28/2015",2,42,0,0.108894018621173,602,68.25,31.25,58.18750181,95,90,1.09169201,34,0.480140514,0.108013906153773
"5242","MS1074","12/29/2015",2,40,0.45,0.168213517206374,NA,NA,NA,120.9618213,214,189,2.503483986,100,1.426877948,0.150094166891796
"5243","MS1074","12/30/2015",2,43,0.19,0.141100155796413,1083,82.75,21.75,6.21790255,80,52,1.64636486,7,0.635019639,0.131957750967658
"5244","MS1074","12/31/2015",2,45,0.03,0.188867965050706,NA,NA,NA,103.5623914,247,223,2.888761825,58,1.753956164,0.173099041217533
"5245","MS1074","1/1/2016",2,38,0,NA,656,49.75,34.25,NA,NA,NA,NA,NA,NA,NA
"5246","MS1074","1/2/2016",2,36,0,0.0661098481018327,NA,NA,NA,1.856773703,20,4,0.666917471,3,0,0.0652353948945836
"5247","MS1074","1/3/2016",2,40,0,NA,962,48.25,22.25,NA,NA,NA,NA,NA,NA,NA
"5248","MS1074","1/4/2016",2,25,0,0.0867281149376271,NA,NA,NA,0.717114831,30,10,0.959132901,3,0,0.0819522629651897
"5249","MS1074","1/5/2016",2,20,0,NA,863,44,40.25,NA,NA,NA,NA,NA,NA,NA
"5250","MS1074","1/6/2016",2,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5251","MS1074","1/7/2016",2,39,0,0.124020219200143,850,53.75,50.25,13.84849629,92,66,1.024583708,11,0.038944066,0.119529358782041
"5252","MS1074","1/8/2016",2,39,0,0.0936294537817297,NA,NA,NA,0.556097336,8,0,0.575811318,2,0,0.0922011565817897
"5253","MS1074","1/9/2016",2,44,0,NA,963,64.75,34.25,NA,NA,NA,NA,NA,NA,NA
"5254","MS1074","1/10/2016",2,50,1.8,0.180808956854729,NA,NA,NA,39.69111224,283,247,2.013089953,33,0.654668287,0.164261165631537
"5255","MS1074","1/11/2016",2,33,0,0.01201869867639,789,73.75,35,0.386770552,6,1,0.217546879,2,0,0.010391745786739
"5256","MS1074","1/12/2016",2,35,0,0.044660197294251,NA,NA,NA,0.638517489,10,3,0.157517603,2,0,0.0438673472343421
"5257","MS1074","1/13/2016",2,26,0,0.13108112721829,1084,68.25,49.75,25.29636912,102,66,1.043898032,22,0.088668196,0.1237465693802
"5258","MS1074","1/14/2016",2,30,0,0.0748988138660176,NA,NA,NA,1.394305641,29,6,0.049614073,2,0,0.0717820618136846
"5259","MS1074","1/15/2016",2,43,0,0.131489082529354,647,46.25,62,3.333330682,51,20,0.12642437,4,0.008287533,0.128546730152775
"5260","MS1074","1/16/2016",2,47,0.24,0.170164345202916,NA,NA,NA,173.0814501,236,215,3.089638033,115,1.754091027,0.165338653267864
"5261","MS1074","1/17/2016",2,32,0,NA,842,50.5,43,NA,NA,NA,NA,NA,NA,NA
"5262","MS1074","1/18/2016",2,25,0,0.0366458964796616,NA,NA,NA,0.531280522,10,2,0.038944066,2,0,0.0358485119340453
"5263","MS1074","1/19/2016",2,22,0,0.103956035447388,601,47.5,44,11.67635555,76,44,0.566628821,10,0.377113983,0.101513906802046
"5264","MS1074","1/20/2016",2,32,0,0.125625535472996,NA,NA,NA,11.68814679,87,53,0.821845939,9,0.01518548,0.121193172591866
"5265","MS1074","1/21/2016",2,31,0,0.10180971109537,951,56,38.75,9.432090544,55,29,0.78475915,8,0.049614073,0.101014256177913
"5266","MS1074","1/22/2016",2,26,0.01,0.0973717207933719,NA,NA,NA,0.851771484,20,1,0.01518548,2,0,0.0956202881830853
"5267","MS1074","1/23/2016",2,26,2.31,0.125640730105708,962,48.75,39,14.47711797,155,137,1.104517015,10,0.33249647,0.12503178419128
"5268","MS1074","1/24/2016",2,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5269","MS1039","10/9/2015",2,70,0.5,0,NA,NA,NA,0,1,1,0,1,0,0
"5270","MS1039","10/10/2015",2,58,0,0.110215717554713,NA,NA,NA,22.08100589,44,43,1.091149954,19,1.589517523,0.110078809719673
"5271","MS1039","10/11/2015",2,61,0,0.107234963108491,NA,NA,NA,1.511039161,30,28,0.422459519,4,0.933446328,0.106610540542186
"5272","MS1039","10/12/2015",2,67,0,0.0841509138982974,NA,NA,NA,1.002228929,17,14,0.716814423,3,0,0.0831709944442539
"5273","MS1039","10/13/2015",2,67,0.01,0.0956326496617143,1092,46.5,62.5,33.59422555,61,58,1.340572948,29,1.155527592,0.0955641957441939
"5274","MS1039","10/14/2015",2,63,0,0.0984767575915982,NA,NA,NA,29.81578779,66,62,1.658701646,21,1.110139082,0.0942747849985498
"5275","MS1039","10/15/2015",2,58,0,0.116110887821236,1101,47.75,41.5,31.71972194,82,78,1.718595742,33,1.227346903,0.110359458464731
"5276","MS1039","10/16/2015",2,60,0,0.0921658696361068,NA,NA,NA,28.99982311,64,62,1.67125865,20,1.147335061,0.0867401253462609
"5277","MS1039","10/17/2015",2,NA,NA,0,824,69,68.33333333,0,1,0,0,1,0,0
"5278","MS1039","10/18/2015",2,44,0,0.0409890558906005,NA,NA,NA,0.305359345,4,2,0,1,0.687315093,0.0405918276087513
"5279","MS1039","10/19/2015",2,44,0,0.114710580949492,842,40.75,64.25,0.83409642,13,10,0.942055561,3,0,0.113380547368818
"5280","MS1039","10/20/2015",2,59,0,0.048312729129523,NA,NA,NA,0.732988284,11,8,0.903776288,2,0,0.0472511203747838
"5281","MS1039","10/21/2015",2,67,0,0.108384399541221,601,50.5,54.5,33.14392577,84,73,1.909716397,30,1.209129316,0.10562108946138
"5282","MS1039","10/22/2015",2,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5283","MS1039","10/23/2015",2,55,0,NA,749,73.66666667,60.33333333,NA,NA,NA,NA,NA,NA,NA
"5284","MS1039","10/24/2015",2,49,0,0.179486383326627,NA,NA,NA,303.0743079,275,273,3.331005156,178,1.699984634,0.173384161164025
"5285","MS1039","10/25/2015",2,51,0,0.166102800115061,609,72.5,23.33333333,304.8267546,263,262,3.141518781,174,1.961384523,0.149145263434337
"5286","MS1039","10/26/2015",2,52,0,0.0690353388669863,NA,NA,NA,0.697294909,7,3,0.955955999,2,0.008287533,0.0690353388669863
"5287","MS1039","10/27/2015",2,52,0,0.0546216805074138,657,25,78,0.798392253,9,6,0.909482859,4,0,0.0535437607735652
"5288","MS1039","10/28/2015",2,61,1.4,0.0414337667466234,NA,NA,NA,0.241944204,2,0,0.840666319,2,0,0.0414337667466234
"5289","MS1039","10/29/2015",2,65,0.04,0.069237109483511,855,54.66666667,72.5,0.706366066,6,4,0.999443333,2,0,0.0679014660280771
"5290","MS1039","10/30/2015",2,55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5291","MS1039","10/31/2015",2,49,0,NA,966,61,52.25,NA,NA,NA,NA,NA,NA,NA
"5292","MS1039","11/1/2015",2,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5293","MS1039","11/2/2015",2,59,0,0.0900936613203954,1007,41.75,53.75,1.62044488,18,12,1.017110281,3,0.01518548,0.0888999056399587
"5294","MS1039","11/3/2015",2,60,0,0.0591418649056838,NA,NA,NA,0.382853496,4,1,1.194078375,3,0,0.0587531210536038
"5295","MS1039","11/4/2015",2,63,0,0.0799764855384669,970,44,75.5,0.570968453,9,6,1.21786389,3,0,0.0782820032534027
"5296","MS1039","11/5/2015",2,64,0.01,0.0790187605786993,NA,NA,NA,1.110139472,20,12,1.016326775,3,0,0.0774922859128483
"5297","MS1039","11/6/2015",2,70,0,0.0712063683344344,870,45,48.75,0.564621544,4,2,0.999213406,3,0.752744401,0.0708704115994593
"5298","MS1039","11/7/2015",2,63,0,0.0445815240510147,NA,NA,NA,0.169626665,2,0,0,1,0.90453243,0.0445815240510147
"5299","MS1039","11/8/2015",2,51,0,0.0736134904267933,870,54.5,40.75,0.548059754,12,6,1.005419417,3,0,0.0710137742331586
"5300","MS1039","11/9/2015",2,51,0,0.0812806859270501,NA,NA,NA,0.715001338,8,4,0.945261018,3,0,0.080082325330045
"5301","MS1039","11/10/2015",2,54,0.26,0.0410341453433908,623,40,56.25,0.213434756,2,0,0.83255824,2,0,0.0410341453433908
"5302","MS1039","11/11/2015",2,54,0.43,0.0962128214889876,NA,NA,NA,10.54219594,40,31,0.754677535,7,0.01518548,0.0955775008189281
"5303","MS1039","11/12/2015",2,56,0.01,0.0768790980792569,728,43.75,42,0.296654673,5,4,1.54538035,3,0,0.0761916424059638
"5304","MS1039","11/13/2015",2,52,0,0.0744609332756227,NA,NA,NA,0.397137511,8,6,0.636961071,2,0,0.0731255111179957
"5305","MS1039","11/14/2015",2,46,0,0.0472381336928853,1006,58.25,46.25,0.241567063,2,0,0.958433449,2,0.958433449,0.0472381336928853
"5306","MS1039","11/15/2015",2,49,0,0.129516032832213,NA,NA,NA,3.252580649,45,33,0.909408319,3,0.973723233,0.127954898789715
"5307","MS1039","11/16/2015",2,59,0,0.0484821408315696,602,51,51,0.462526075,4,2,0.479374236,3,0,0.0480858692561189
"5308","MS1039","11/17/2015",2,46,0,0.0455616907277306,NA,NA,NA,0.208900415,2,0,0.924419425,2,0,0.0455616907277306
"5309","MS1039","11/18/2015",2,52,0,0.111240075629133,1127,53.75,56.25,0.873004988,13,7,1.516641453,3,0,0.109061196644688
"5310","MS1039","11/19/2015",2,61,1.25,0.109127527039712,NA,NA,NA,0.873307422,13,9,1.565449615,3,0.611575427,0.107763731053169
"5311","MS1039","11/20/2015",2,55,0,0.0441963879446282,1084,47.75,48.25,0.188196937,3,1,0.008287533,2,0.888797198,0.0441963879446282
"5312","MS1039","11/21/2015",2,48,0,0.0865041293235108,NA,NA,NA,3.887685257,19,15,1.000538032,4,0.26231122,0.084208468529179
"5313","MS1039","11/22/2015",2,49,0.03,0.112681724972717,1126,69,65,6.189905597,59,55,0.620246182,5,0.983687299,0.106058734559365
"5314","MS1039","11/23/2015",2,39,0,0.0737931063235032,NA,NA,NA,0.470198945,4,1,1.490219677,3,0,0.0734183383397322
"5315","MS1039","11/24/2015",2,39,0,0.116579468430434,748,50,60.25,1.229181714,27,15,1.564431326,3,0.069529647,0.11247477199528
"5316","MS1039","11/25/2015",2,43,0,0.199636564343576,NA,NA,NA,353.2476539,298,292,3.352939085,218,1.199687797,0.187688757852814
"5317","MS1039","11/26/2015",2,46,0,0.0153652683039957,972,49.25,40.25,6.46426146,8,7,0.303689843,4,0,0.0151101437226875
"5318","MS1039","11/27/2015",2,53,0.05,0.0443553918481719,NA,NA,NA,9.823559675,61,59,0.382297974,5,0,0.0216962743494635
"5319","MS1039","11/28/2015",2,36,0.1,0.0454951290789627,733,58.25,42.75,19.77257388,42,41,0.792686107,11,0.35070973,0.0380513881273726
"5320","MS1039","11/29/2015",2,43,0,0.182923018598708,NA,NA,NA,353.8090288,314,309,3.269754134,227,1.873421475,0.170548040507791
"5321","MS1039","11/30/2015",2,40,0,0.118556852410233,606,22,52.75,1.040109948,14,10,1.188913443,4,0,0.117017181199218
"5322","MS1039","12/1/2015",2,48,0.33,0.0588673197907157,NA,NA,NA,0.211835456,3,0,0.761686229,2,0,0.0588673197907157
"5323","MS1039","12/2/2015",2,52,0.14,0.104968178277163,965,54,40.75,0.607577376,10,4,1.473167016,3,0,0.104968178277163
"5324","MS1039","12/3/2015",2,50,0,0.0849709648594592,NA,NA,NA,0.774932712,8,2,0.912041628,3,0,0.0835661349858357
"5325","MS1039","12/4/2015",2,47,0,0.0838760259935194,626,46.25,43.75,0.824520266,8,2,1.451170062,3,0.008287533,0.0836392302921688
"5326","MS1039","12/5/2015",2,46,0,0.0847023984817875,NA,NA,NA,0.94574183,14,8,1.07873341,3,0,0.083453596820151
"5327","MS1039","12/6/2015",2,46,0,0.0359066688991134,747,43.75,50.75,0.356019539,6,3,0.69621226,2,0,0.0359066688991134
"5328","MS1039","12/7/2015",2,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5329","MS1039","12/8/2015",2,45,0,NA,686,44.25,58.25,NA,NA,NA,NA,NA,NA,NA
"5330","MS1039","12/9/2015",2,48,0,0.103068668650589,NA,NA,NA,0.928619907,17,7,1.513988673,3,0.008287533,0.100712428690584
"5331","MS1039","12/10/2015",2,56,0,0.0737749439344124,744,34,58.75,0.441466514,6,2,0.846598762,2,0,0.0730859727407935
"5332","MS1039","12/11/2015",2,56,0,0.104964311233527,NA,NA,NA,0.734331433,22,11,0.353359335,2,0,0.0998858526970498
"5333","MS1039","12/12/2015",2,NA,NA,0,1095,32.5,60.75,0,1,0,0,1,0,0
"5334","MS1039","12/13/2015",2,61,0,0.0757353610261458,NA,NA,NA,1.050825908,21,7,0.892346955,3,0,0.0737219541992042
"5335","MS1039","12/14/2015",2,60,0.33,0.132537147661166,NA,NA,NA,1.320178333,42,14,1.276090628,4,0,0.123562185033264
"5336","MS1039","12/15/2015",2,61,0.09,0.0999387372049044,NA,NA,NA,0.667734984,13,4,1.503065263,4,0,0.0983013223998258
"5337","MS1039","12/16/2015",2,50,0.04,0.115817497842627,862,34.5,78,0.891546736,33,6,1.565191054,4,0,0.104108543742788
"5338","MS1039","12/17/2015",2,55,1.21,0.0610536063372722,NA,NA,NA,0.954475058,11,4,1.000462746,3,0,0.0599168121208784
"5339","MS1039","12/18/2015",2,48,0,0.107377239805758,NA,NA,NA,6.694082324,42,32,1.508316933,9,0.01518548,0.102784460510205
"5340","MS1039","12/19/2015",2,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5341","MS1039","12/20/2015",2,32,0,0.0798727519204257,623,60.25,46.75,33.06569229,70,68,1.120346106,17,0.043110733,0.0755497871418895
"5342","MS1039","12/21/2015",2,41,0,0.13398872967834,NA,NA,NA,55.88482771,99,97,1.862528748,30,0.164454477,0.127021222099972
"5343","MS1039","12/22/2015",2,49,0.38,0.108559297703839,NA,NA,NA,27.5180473,67,63,1.134680568,13,0.052633876,0.106641550575066
"5344","MS1039","12/23/2015",2,49,0.03,0.263312948668872,1141,64.25,36.5,715.8224266,538,536,5.188753767,476,1.507039906,0.201656403297241
"5345","MS1039","12/24/2015",2,42,0.55,0.082015966964327,782,73.25,34.5,12.70607113,40,36,1.319776064,10,0,0.082015966964327
"5346","MS1039","12/25/2015",2,NA,0,0.115746086913254,NA,NA,NA,99.81116108,166,163,1.893892994,52,0,0.108683900690803
"5347","MS1039","12/26/2015",2,34,0,0.110714584518461,1045,64.25,45,15.67494692,115,111,1.521602869,11,0,0.106273453512644
"5348","MS1039","12/27/2015",2,22,0.24,0.0941208444775433,NA,NA,NA,31.86393649,70,67,1.681001779,22,0,0.0939839366425026
"5349","MS1039","12/28/2015",2,8,0,0.23394721882146,NA,NA,NA,728.5550649,497,495,4.640682127,443,1.21574102,0.209540567891106
"5350","MS1039","12/29/2015",2,36,0,0.0588897862003591,NA,NA,NA,17.18620305,36,30,0.68131564,8,0,0.0587528784146053
"5351","MS1039","12/30/2015",2,40,0,0.113648973821218,1082,58.25,37.5,42.09484777,76,70,1.297007989,19,0.42403538,0.113648973821218
"5352","MS1039","12/31/2015",2,32,0,0.137235266487108,NA,NA,NA,53.08574719,102,96,1.662918038,19,1.005493613,0.1367728680219
"5353","MS1039","1/1/2016",2,28,0,NA,907,39,43.5,NA,NA,NA,NA,NA,NA,NA
"5354","MS1039","1/2/2016",2,27,0,0.065112377710946,NA,NA,NA,17.30384615,33,24,1.193793442,8,0.358625107,0.065112377710946
"5355","MS1039","1/3/2016",2,40,0,0.197458698400361,648,51.25,44.5,365.0758412,325,308,3.598638756,228,1.714872076,0.190938991320693
"5356","MS1039","1/4/2016",2,25,0,0.115320045262657,NA,NA,NA,2.270624297,38,11,1.312447588,4,0,0.115320045262657
"5357","MS1039","1/5/2016",2,20,0,0.152250427860349,1119,41.5,49,16.74845665,98,89,1.708311444,14,1.168670228,0.145187262259565
"5358","MS1039","1/6/2016",2,35,0,0.107127447860867,NA,NA,NA,16.36376201,58,51,1.222393666,11,1.221015739,0.103670307498724
"5359","MS1039","1/7/2016",2,40,0,0.0869708979521801,859,40.25,46.75,15.98709852,54,38,1.557392754,14,1.127488165,0.0826009261679641
"5360","MS1039","1/8/2016",2,41,0,0.114189217609716,NA,NA,NA,15.70792777,73,50,1.755487104,11,1.255956963,0.109329104402629
"5361","MS1039","1/9/2016",2,44,0,0.070428157543387,962,21.25,65.75,3.863976944,45,37,0.261935389,4,0.2108423,0.0691822979596981
"5362","MS1039","1/10/2016",2,50,1.8,0.146643964240542,NA,NA,NA,19.15467564,99,70,1.518171289,9,1.14143425,0.143053971264061
"5363","MS1039","1/11/2016",2,33,0,0.100471357456461,748,31.75,69.25,15.12947003,60,32,1.196281088,9,1.224124754,0.0989009199851617
"5364","MS1039","1/12/2016",2,35,0,0.0716130489405585,NA,NA,NA,15.14398435,52,29,1.147878845,9,1.16766019,0.0692311882146429
"5365","MS1039","1/13/2016",2,26,0,0.0649441964049908,NA,NA,NA,14.39712934,48,32,1.134294535,14,1.065098297,0.0646445432548661
"5366","MS1039","1/14/2016",2,32,0,0.0892231665838273,1157,38.5,56.25,12.52581682,40,37,1.179636443,10,1.034194281,0.0765177462627049
"5367","MS1039","1/15/2016",2,43,0,0.097650546714802,NA,NA,NA,0.93390456,9,3,0.822100404,2,0.008287533,0.0965911263440098
"5368","MS1039","1/16/2016",2,47,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5369","MS1039","1/17/2016",2,36,0.05,NA,910,51,39,NA,NA,NA,NA,NA,NA,NA
"5370","MS1039","1/18/2016",2,25,0,0.123558014432124,NA,NA,NA,13.36938024,128,121,1.094105806,9,0.217546879,0.101532051152162
"5371","MS1039","1/19/2016",2,22,0,0.0736377622618183,1005,58,25.75,15.24061823,57,26,1.169840841,9,1.189486785,0.0704702355223919
"5372","MS1039","1/20/2016",2,34,0,0.112498412959051,NA,NA,NA,15.96837401,60,28,1.347210058,10,1.191099162,0.110068557026782
"5373","MS1039","1/21/2016",2,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5374","MS1039","1/22/2016",2,26,0.01,NA,1150,39.5,43.25,NA,NA,NA,NA,NA,NA,NA
"5375","MS1039","1/23/2016",2,26,2.31,NA,613,51.25,37.5,NA,NA,NA,NA,NA,NA,NA
"5376","MS1042","10/19/2015",2,44,0,0.100369111560981,NA,NA,NA,12.54443502,44,44,1.703548644,18,1.155126152,0.0964293898807762
"5377","MS1042","10/20/2015",2,60,0,0.124696413575129,NA,NA,NA,15.99928749,101,100,2.057406689,14,0.938789877,0.120316041878301
"5378","MS1042","10/21/2015",2,65,0,0.115619666918506,1172,72,35.75,14.06426748,116,110,1.838021297,10,0.016574369,0.111068679689134
"5379","MS1042","10/22/2015",2,67,0,0.0986287798204131,NA,NA,NA,9.244696637,92,84,1.556099811,8,0,0.0962457154611475
"5380","MS1042","10/23/2015",2,58,0,0.10923898306405,1154,72,3,9.014294265,80,70,1.741183492,8,0,0.106368134571781
"5381","MS1042","10/24/2015",2,49,0,0.235878788980124,NA,NA,NA,225.5256236,401,391,3.900734705,134,1.903496017,0.229915421186101
"5382","MS1042","10/25/2015",2,58,0.05,0.0782550785061835,849,77,5,20.16129999,90,89,1.22681306,13,0.88603404,0.0738116273727589
"5383","MS1042","10/26/2015",2,55,0,0.0784228455564446,NA,NA,NA,19.69743818,69,57,1.276307417,14,0.963167245,0.0752099404449085
"5384","MS1042","10/27/2015",2,55,0,0.0748536125321535,NA,NA,NA,17.88058101,62,46,1.244093671,15,0.92266664,0.0717313017154889
"5385","MS1042","10/28/2015",2,61,1.4,0.0603020985520558,1349,64.75,33,9.703359206,44,37,1.122390587,11,0.814848594,0.0566046449377437
"5386","MS1042","10/29/2015",2,65,0,0.104517682627468,1088,42.25,16.75,14.88528351,63,55,1.280168522,13,0.996518478,0.102137994070136
"5387","MS1042","10/30/2015",2,58,0,0.217586481122048,NA,NA,NA,34.75355402,286,278,2.615974816,29,1.147025875,0.196788202665692
"5388","MS1042","10/31/2015",2,50,0,0.148102834496445,NA,NA,NA,23.97296958,143,136,2.126002344,15,0.879294962,0.144665875360691
"5389","MS1042","11/1/2015",2,60,0,NA,578,44.5,27.5,NA,NA,NA,NA,NA,NA,NA
"5390","MS1042","11/2/2015",2,60,0,0.0918294399448389,NA,NA,NA,19.75440383,95,79,1.416153633,14,0.903689148,0.0866521272837444
"5391","MS1042","11/3/2015",2,60,0,0.0814546894353719,1327,54.75,15.25,18.9681223,59,41,1.440028247,14,1.009721841,0.0787889771099038
"5392","MS1042","11/4/2015",2,64,0,0.0780511322217105,NA,NA,NA,18.46658514,79,55,1.339992968,14,0.827957054,0.0749687592518973
"5393","MS1042","11/5/2015",2,63,0,0.208722089376543,1383,57.75,19,3928.334007,413,410,3.96751688,342,2.101611177,0.144743752769698
"5394","MS1042","11/6/2015",2,56,0.01,0.225489126004971,760,53,10.75,1469.646317,390,389,3.714849795,177,1.935553312,0.19745871560146
"5395","MS1042","11/7/2015",2,54,0.49,0.151810028713622,NA,NA,NA,249.4747024,275,274,2.821894593,168,1.078319047,0.145960208380716
"5396","MS1042","11/8/2015",2,52,0.38,0.156136886707094,722,70.66666667,35,102.8888499,201,197,2.641503064,68,0.459745038,0.154478538805239
"5397","MS1042","11/9/2015",2,48,0.16,0.240198017374375,NA,NA,NA,3965.695034,469,468,4.487215587,370,2.240424555,0.172481408945248
"5398","MS1042","11/10/2015",2,54,0.26,0.089547057955368,966,84.25,7,36.46716487,147,144,1.34245911,25,0.952752504,0.0815465218150782
"5399","MS1042","11/11/2015",2,54,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5400","MS1042","11/12/2015",2,56,0.01,0.0833718181624567,NA,NA,NA,20.11145458,72,42,1.466589119,12,0.968035906,0.0794616301285382
"5401","MS1042","11/13/2015",2,54,0,0.0994711736784558,1313,67,9.5,20.58298702,82,56,1.726472239,13,1.28313363,0.0959402699271803
"5402","MS1042","11/14/2015",2,48,0,0.11938306466706,902,90.75,3,39.78408193,162,140,1.845771617,24,1.057097653,0.114249344371699
"5403","MS1042","11/15/2015",2,50,0,0.114710350878632,NA,NA,NA,19.72775019,99,90,1.062660093,13,0.712722307,0.110402791286088
"5404","MS1042","11/16/2015",2,61,0,0.0973074689219805,NA,NA,NA,19.54999919,75,42,1.402883805,11,0.961777975,0.0940051627494046
"5405","MS1042","11/17/2015",2,50,0,0.0779345013773431,1215,70.5,11,18.40015533,80,46,1.37256954,15,0.979852287,0.0732460255663695
"5406","MS1042","11/18/2015",2,52,0,0.0920723754035159,NA,NA,NA,23.39825337,84,51,1.57006178,13,1.131510318,0.0898863884222311
"5407","MS1042","11/19/2015",2,60,0,NA,1205,80,4,NA,NA,NA,NA,NA,NA,NA
"5408","MS1042","11/20/2015",2,55,0,0.0992574740751184,735,79.5,0.75,13.06495814,63,61,0.818193816,8,1.040779301,0.0961444256806242
"5409","MS1042","11/21/2015",2,50,0,0.194451009940998,NA,NA,NA,79.90427793,240,234,3.350379969,63,1.594123876,0.192935981645451
"5410","MS1042","11/22/2015",2,50,0,0.104533134290928,NA,NA,NA,6.749532106,60,48,1.211892143,4,0.638611572,0.102105717021061
"5411","MS1042","11/23/2015",2,42,0,0.119389712078598,306,60.25,0,11.45854459,71,64,0.705389406,8,0.769150302,0.113772728335633
"5412","MS1042","11/24/2015",2,42,0,0.0995070013990912,NA,NA,NA,16.88551989,85,63,1.399973087,14,0.986949559,0.09757167336709
"5413","MS1042","11/25/2015",2,48,0,0.0704352492262906,1214,39.75,25.75,16.99920386,68,29,1.217245651,11,0.821469387,0.0691136376782764
"5414","MS1042","11/26/2015",2,51,0,0.0810853879510117,1013,75,11.25,15.2380311,108,98,1.027750085,10,0.651984688,0.0762265735501172
"5415","MS1042","11/27/2015",2,58,0,0.0931897944794079,NA,NA,NA,19.97010106,83,47,1.372945868,12,0.958686681,0.0884381231613847
"5416","MS1042","11/28/2015",2,54,0,0.163340289319525,1085,81.5,11.5,35.69021369,168,149,2.396132141,25,1.317728729,0.153858983065647
"5417","MS1042","11/29/2015",2,43,NA,0.109830069703309,NA,NA,NA,14.05362388,104,89,1.735150756,11,0.385969903,0.104793497469407
"5418","MS1042","11/30/2015",2,44,0,0.0954878388827675,NA,NA,NA,18.68129979,85,41,1.404536597,15,0.982553841,0.0916387255441773
"5419","MS1042","12/1/2015",2,48,0,0.0970277742218329,1256,60.5,45.5,19.81768324,85,46,1.430643404,14,0.93196588,0.0932852268174907
"5420","MS1042","12/2/2015",2,52,0.14,0.0375554728032149,643,65,11,3.188736414,19,13,0.165781901,3,0.572108447,0.0373326987576261
"5421","MS1042","12/3/2015",2,50,0,0.11676399955351,NA,NA,NA,25.41431347,113,73,1.700796919,15,0.948536262,0.109600024373657
"5422","MS1042","12/4/2015",2,48,0,0.196175997709799,755,79.25,0,57.75881578,263,237,2.483961456,42,1.324939389,0.187444887226077
"5423","MS1042","12/5/2015",2,46,0,0.142222059134746,NA,NA,NA,36.73442592,193,156,1.983577084,21,1.324869911,0.137179413730006
"5424","MS1042","12/6/2015",2,47,0,0.164491959529361,964,84.25,0,22.32251237,174,154,1.35166341,14,1.139432434,0.157994330232786
"5425","MS1042","12/7/2015",2,48,0,0.164251062918429,NA,NA,NA,63.0076292,230,205,1.900274677,36,0.984277785,0.152094584966793
"5426","MS1042","12/8/2015",2,46,0,0.143540904558748,722,83.75,2,31.15784032,158,138,1.521691568,22,1.005257092,0.140202267545712
"5427","MS1042","12/9/2015",2,48,0,0.0797741659160913,NA,NA,NA,20.22461952,82,42,1.373844869,12,0.900768573,0.0752466677485219
"5428","MS1042","12/10/2015",2,56,0,0.0806967154169554,NA,NA,NA,19.00345912,80,47,1.412000314,18,0.979330024,0.0763351124849234
"5429","MS1042","12/11/2015",2,55,0,0.0892225455699372,1333,31.75,34,19.73185623,81,45,1.585731495,12,0.9022544,0.0849615466416615
"5430","MS1042","12/12/2015",2,58,0,0.16945733232362,1102,65.5,32,24.38355305,144,126,2.139025669,13,1.01158009,0.165159202383416
"5431","MS1042","12/13/2015",2,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5432","MS1042","12/14/2015",2,58,0,0.080874621258274,NA,NA,NA,20.03488507,89,56,1.39000357,11,0.969878019,0.076796187993399
